filepath,channel,emotion_code,emotion,intensity,statement,repetition,actor,gender,split
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-04-02-02-02-23.wav,speech,4,sad,strong,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-05-01-01-01-23.wav,speech,5,angry,normal,1,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-05-01-01-02-23.wav,speech,5,angry,normal,1,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-05-01-02-01-23.wav,speech,5,angry,normal,2,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-05-01-02-02-23.wav,speech,5,angry,normal,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-05-02-01-01-23.wav,speech,5,angry,strong,1,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-05-02-01-02-23.wav,speech,5,angry,strong,1,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-05-02-02-01-23.wav,speech,5,angry,strong,2,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-05-02-02-02-23.wav,speech,5,angry,strong,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-06-01-01-01-23.wav,speech,6,fearful,normal,1,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-06-01-01-02-23.wav,speech,6,fearful,normal,1,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-06-01-02-01-23.wav,speech,6,fearful,normal,2,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-06-01-02-02-23.wav,speech,6,fearful,normal,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-06-02-01-01-23.wav,speech,6,fearful,strong,1,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-06-02-01-02-23.wav,speech,6,fearful,strong,1,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-06-02-02-01-23.wav,speech,6,fearful,strong,2,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-06-02-02-02-23.wav,speech,6,fearful,strong,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-07-01-01-01-23.wav,speech,7,disgust,normal,1,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-07-01-01-02-23.wav,speech,7,disgust,normal,1,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-07-01-02-01-23.wav,speech,7,disgust,normal,2,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-07-01-02-02-23.wav,speech,7,disgust,normal,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-07-02-01-01-23.wav,speech,7,disgust,strong,1,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-07-02-01-02-23.wav,speech,7,disgust,strong,1,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-07-02-02-01-23.wav,speech,7,disgust,strong,2,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-07-02-02-02-23.wav,speech,7,disgust,strong,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-08-01-01-01-23.wav,speech,8,surprised,normal,1,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-08-01-01-02-23.wav,speech,8,surprised,normal,1,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-08-01-02-01-23.wav,speech,8,surprised,normal,2,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-08-01-02-02-23.wav,speech,8,surprised,normal,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-08-02-01-01-23.wav,speech,8,surprised,strong,1,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-08-02-01-02-23.wav,speech,8,surprised,strong,1,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-08-02-02-01-23.wav,speech,8,surprised,strong,2,1,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/test/speech/Actor_23/03-01-08-02-02-02-23.wav,speech,8,surprised,strong,2,2,23,male,test
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-01-01-01-01-01.wav,song,1,neutral,normal,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-01-01-01-02-01.wav,song,1,neutral,normal,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-01-01-02-01-01.wav,song,1,neutral,normal,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-01-01-02-02-01.wav,song,1,neutral,normal,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-02-01-01-01-01.wav,song,2,calm,normal,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-02-01-01-02-01.wav,song,2,calm,normal,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-02-01-02-01-01.wav,song,2,calm,normal,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-02-01-02-02-01.wav,song,2,calm,normal,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-02-02-01-01-01.wav,song,2,calm,strong,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-02-02-01-02-01.wav,song,2,calm,strong,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-02-02-02-01-01.wav,song,2,calm,strong,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-02-02-02-02-01.wav,song,2,calm,strong,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-03-01-01-01-01.wav,song,3,happy,normal,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-03-01-01-02-01.wav,song,3,happy,normal,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-03-01-02-01-01.wav,song,3,happy,normal,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-03-01-02-02-01.wav,song,3,happy,normal,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-03-02-01-01-01.wav,song,3,happy,strong,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-03-02-01-02-01.wav,song,3,happy,strong,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-03-02-02-01-01.wav,song,3,happy,strong,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-03-02-02-02-01.wav,song,3,happy,strong,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-04-01-01-01-01.wav,song,4,sad,normal,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-04-01-01-02-01.wav,song,4,sad,normal,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-04-01-02-01-01.wav,song,4,sad,normal,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-04-01-02-02-01.wav,song,4,sad,normal,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-04-02-01-01-01.wav,song,4,sad,strong,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-04-02-01-02-01.wav,song,4,sad,strong,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-04-02-02-01-01.wav,song,4,sad,strong,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-04-02-02-02-01.wav,song,4,sad,strong,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-05-01-01-01-01.wav,song,5,angry,normal,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-05-01-01-02-01.wav,song,5,angry,normal,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-05-01-02-01-01.wav,song,5,angry,normal,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-05-01-02-02-01.wav,song,5,angry,normal,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-05-02-01-01-01.wav,song,5,angry,strong,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-05-02-01-02-01.wav,song,5,angry,strong,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-05-02-02-01-01.wav,song,5,angry,strong,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-05-02-02-02-01.wav,song,5,angry,strong,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-06-01-01-01-01.wav,song,6,fearful,normal,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-06-01-01-02-01.wav,song,6,fearful,normal,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-06-01-02-01-01.wav,song,6,fearful,normal,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-06-01-02-02-01.wav,song,6,fearful,normal,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-06-02-01-01-01.wav,song,6,fearful,strong,1,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-06-02-01-02-01.wav,song,6,fearful,strong,1,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-06-02-02-01-01.wav,song,6,fearful,strong,2,1,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_01/03-02-06-02-02-02-01.wav,song,6,fearful,strong,2,2,1,male,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_02/03-02-01-01-01-01-02.wav,song,1,neutral,normal,1,1,2,female,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_02/03-02-01-01-01-02-02.wav,song,1,neutral,normal,1,2,2,female,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_02/03-02-01-01-02-01-02.wav,song,1,neutral,normal,2,1,2,female,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_02/03-02-01-01-02-02-02.wav,song,1,neutral,normal,2,2,2,female,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_02/03-02-02-01-01-01-02.wav,song,2,calm,normal,1,1,2,female,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_02/03-02-02-01-01-02-02.wav,song,2,calm,normal,1,2,2,female,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_02/03-02-02-01-02-01-02.wav,song,2,calm,normal,2,1,2,female,train
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/samples/train/song/Actor_02/03-02-02-01-02-02-02.wav,song,2,calm,normal,2,2,2,female,train
