filepath,split,channel,emotion_code,emotion,intensity,actor,gender,statement,repetition
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-03-02-02-01-01.wav,train,speech,3,happy,strong,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-03-02-02-02-01.wav,train,speech,3,happy,strong,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-04-01-01-01-01.wav,train,speech,4,sad,normal,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-04-01-01-02-01.wav,train,speech,4,sad,normal,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-04-01-02-01-01.wav,train,speech,4,sad,normal,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-04-01-02-02-01.wav,train,speech,4,sad,normal,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-04-02-01-01-01.wav,train,speech,4,sad,strong,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-04-02-01-02-01.wav,train,speech,4,sad,strong,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-04-02-02-01-01.wav,train,speech,4,sad,strong,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-04-02-02-02-01.wav,train,speech,4,sad,strong,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-05-01-01-01-01.wav,train,speech,5,angry,normal,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-05-01-01-02-01.wav,train,speech,5,angry,normal,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-05-01-02-01-01.wav,train,speech,5,angry,normal,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-05-01-02-02-01.wav,train,speech,5,angry,normal,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-05-02-01-01-01.wav,train,speech,5,angry,strong,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-05-02-01-02-01.wav,train,speech,5,angry,strong,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-05-02-02-01-01.wav,train,speech,5,angry,strong,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-05-02-02-02-01.wav,train,speech,5,angry,strong,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-06-01-01-01-01.wav,train,speech,6,fearful,normal,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-06-01-01-02-01.wav,train,speech,6,fearful,normal,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-06-01-02-01-01.wav,train,speech,6,fearful,normal,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-06-01-02-02-01.wav,train,speech,6,fearful,normal,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-06-02-01-01-01.wav,train,speech,6,fearful,strong,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-06-02-01-02-01.wav,train,speech,6,fearful,strong,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-06-02-02-01-01.wav,train,speech,6,fearful,strong,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-06-02-02-02-01.wav,train,speech,6,fearful,strong,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-07-01-01-01-01.wav,train,speech,7,disgust,normal,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-07-01-01-02-01.wav,train,speech,7,disgust,normal,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-07-01-02-01-01.wav,train,speech,7,disgust,normal,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-07-01-02-02-01.wav,train,speech,7,disgust,normal,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-07-02-01-01-01.wav,train,speech,7,disgust,strong,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-07-02-01-02-01.wav,train,speech,7,disgust,strong,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-07-02-02-01-01.wav,train,speech,7,disgust,strong,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-07-02-02-02-01.wav,train,speech,7,disgust,strong,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-08-01-01-01-01.wav,train,speech,8,surprised,normal,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-08-01-01-02-01.wav,train,speech,8,surprised,normal,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-08-01-02-01-01.wav,train,speech,8,surprised,normal,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-08-01-02-02-01.wav,train,speech,8,surprised,normal,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-08-02-01-01-01.wav,train,speech,8,surprised,strong,1,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-08-02-01-02-01.wav,train,speech,8,surprised,strong,1,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-08-02-02-01-01.wav,train,speech,8,surprised,strong,1,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_01/03-01-08-02-02-02-01.wav,train,speech,8,surprised,strong,1,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-01-01-01-01-02.wav,train,speech,1,neutral,normal,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-01-01-01-02-02.wav,train,speech,1,neutral,normal,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-01-01-02-01-02.wav,train,speech,1,neutral,normal,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-01-01-02-02-02.wav,train,speech,1,neutral,normal,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-02-01-01-01-02.wav,train,speech,2,calm,normal,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-02-01-01-02-02.wav,train,speech,2,calm,normal,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-02-01-02-01-02.wav,train,speech,2,calm,normal,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-02-01-02-02-02.wav,train,speech,2,calm,normal,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-02-02-01-01-02.wav,train,speech,2,calm,strong,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-02-02-01-02-02.wav,train,speech,2,calm,strong,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-02-02-02-01-02.wav,train,speech,2,calm,strong,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-02-02-02-02-02.wav,train,speech,2,calm,strong,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-03-01-01-01-02.wav,train,speech,3,happy,normal,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-03-01-01-02-02.wav,train,speech,3,happy,normal,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-03-01-02-01-02.wav,train,speech,3,happy,normal,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-03-01-02-02-02.wav,train,speech,3,happy,normal,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-03-02-01-01-02.wav,train,speech,3,happy,strong,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-03-02-01-02-02.wav,train,speech,3,happy,strong,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-03-02-02-01-02.wav,train,speech,3,happy,strong,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-03-02-02-02-02.wav,train,speech,3,happy,strong,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-04-01-01-01-02.wav,train,speech,4,sad,normal,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-04-01-01-02-02.wav,train,speech,4,sad,normal,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-04-01-02-01-02.wav,train,speech,4,sad,normal,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-04-01-02-02-02.wav,train,speech,4,sad,normal,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-04-02-01-01-02.wav,train,speech,4,sad,strong,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-04-02-01-02-02.wav,train,speech,4,sad,strong,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-04-02-02-01-02.wav,train,speech,4,sad,strong,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-04-02-02-02-02.wav,train,speech,4,sad,strong,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-05-01-01-01-02.wav,train,speech,5,angry,normal,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-05-01-01-02-02.wav,train,speech,5,angry,normal,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-05-01-02-01-02.wav,train,speech,5,angry,normal,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-05-01-02-02-02.wav,train,speech,5,angry,normal,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-05-02-01-01-02.wav,train,speech,5,angry,strong,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-05-02-01-02-02.wav,train,speech,5,angry,strong,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-05-02-02-01-02.wav,train,speech,5,angry,strong,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-05-02-02-02-02.wav,train,speech,5,angry,strong,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-06-01-01-01-02.wav,train,speech,6,fearful,normal,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-06-01-01-02-02.wav,train,speech,6,fearful,normal,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-06-01-02-01-02.wav,train,speech,6,fearful,normal,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-06-01-02-02-02.wav,train,speech,6,fearful,normal,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-06-02-01-01-02.wav,train,speech,6,fearful,strong,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-06-02-01-02-02.wav,train,speech,6,fearful,strong,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-06-02-02-01-02.wav,train,speech,6,fearful,strong,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-06-02-02-02-02.wav,train,speech,6,fearful,strong,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-07-01-01-01-02.wav,train,speech,7,disgust,normal,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-07-01-01-02-02.wav,train,speech,7,disgust,normal,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-07-01-02-01-02.wav,train,speech,7,disgust,normal,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-07-01-02-02-02.wav,train,speech,7,disgust,normal,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-07-02-01-01-02.wav,train,speech,7,disgust,strong,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-07-02-01-02-02.wav,train,speech,7,disgust,strong,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-07-02-02-01-02.wav,train,speech,7,disgust,strong,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-07-02-02-02-02.wav,train,speech,7,disgust,strong,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-08-01-01-01-02.wav,train,speech,8,surprised,normal,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-08-01-01-02-02.wav,train,speech,8,surprised,normal,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-08-01-02-01-02.wav,train,speech,8,surprised,normal,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-08-01-02-02-02.wav,train,speech,8,surprised,normal,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-08-02-01-01-02.wav,train,speech,8,surprised,strong,2,female,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-08-02-01-02-02.wav,train,speech,8,surprised,strong,2,female,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-08-02-02-01-02.wav,train,speech,8,surprised,strong,2,female,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_02/03-01-08-02-02-02-02.wav,train,speech,8,surprised,strong,2,female,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-01-01-01-01-03.wav,train,speech,1,neutral,normal,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-01-01-01-02-03.wav,train,speech,1,neutral,normal,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-01-01-02-01-03.wav,train,speech,1,neutral,normal,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-01-01-02-02-03.wav,train,speech,1,neutral,normal,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-02-01-01-01-03.wav,train,speech,2,calm,normal,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-02-01-01-02-03.wav,train,speech,2,calm,normal,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-02-01-02-01-03.wav,train,speech,2,calm,normal,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-02-01-02-02-03.wav,train,speech,2,calm,normal,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-02-02-01-01-03.wav,train,speech,2,calm,strong,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-02-02-01-02-03.wav,train,speech,2,calm,strong,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-02-02-02-01-03.wav,train,speech,2,calm,strong,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-02-02-02-02-03.wav,train,speech,2,calm,strong,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-03-01-01-01-03.wav,train,speech,3,happy,normal,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-03-01-01-02-03.wav,train,speech,3,happy,normal,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-03-01-02-01-03.wav,train,speech,3,happy,normal,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-03-01-02-02-03.wav,train,speech,3,happy,normal,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-03-02-01-01-03.wav,train,speech,3,happy,strong,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-03-02-01-02-03.wav,train,speech,3,happy,strong,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-03-02-02-01-03.wav,train,speech,3,happy,strong,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-03-02-02-02-03.wav,train,speech,3,happy,strong,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-04-01-01-01-03.wav,train,speech,4,sad,normal,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-04-01-01-02-03.wav,train,speech,4,sad,normal,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-04-01-02-01-03.wav,train,speech,4,sad,normal,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-04-01-02-02-03.wav,train,speech,4,sad,normal,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-04-02-01-01-03.wav,train,speech,4,sad,strong,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-04-02-01-02-03.wav,train,speech,4,sad,strong,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-04-02-02-01-03.wav,train,speech,4,sad,strong,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-04-02-02-02-03.wav,train,speech,4,sad,strong,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-05-01-01-01-03.wav,train,speech,5,angry,normal,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-05-01-01-02-03.wav,train,speech,5,angry,normal,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-05-01-02-01-03.wav,train,speech,5,angry,normal,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-05-01-02-02-03.wav,train,speech,5,angry,normal,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-05-02-01-01-03.wav,train,speech,5,angry,strong,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-05-02-01-02-03.wav,train,speech,5,angry,strong,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-05-02-02-01-03.wav,train,speech,5,angry,strong,3,male,2,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-05-02-02-02-03.wav,train,speech,5,angry,strong,3,male,2,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-06-01-01-01-03.wav,train,speech,6,fearful,normal,3,male,1,1
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-06-01-01-02-03.wav,train,speech,6,fearful,normal,3,male,1,2
/mnt/d/career/projects/lightweight-speech-emotion-recognition-on-open-datasets/data/train/speech/Actor_03/03-01-06-01-02-01-03.wav,train,speech,6,fearful,normal,3,male,2,1
